Mean_integrated,Standard_integrated,Excess_kurtosis,Skewness,Mean_DM-SNR,Standard_DM-SNR,kurtosis_DM-SNR,Skewness_DM-SNR,target_class
140.5625,55.68378214,-0.23457141199999998,-0.699648398,3.199832776,19.11042633,7.975531794,74.24222492,0
102.5078125,58.88243001,0.465318154,-0.515087909,1.677257525,14.86014572,10.57648674,127.39357959999998,0
136.75,57.17844874,-0.068414638,-0.636238369,3.642976589,20.959280300000003,6.89649891,53.59366067,0
88.7265625,40.67222541,0.600866079,1.123491692,1.178929766,11.4687196,14.26957284,252.5673058,0
93.5703125,46.69811352,0.53190485,0.41672111700000003,1.636287625,14.54507425,10.6217484,131.3940043,0
130.3828125,39.84405561,-0.158322759,0.389540448,1.2207357859999999,14.37894124,13.53945602,198.2364565,0
107.25,52.62707834,0.452688025,0.170347382,2.331939799,14.48685311,9.001004441000001,107.97250559999999,0
107.2578125,39.49648839,0.465881961,1.162877124,4.079431438,24.98041798,7.397079947999999,57.78473789,0
142.078125,45.28807262,-0.320328426,0.283952506,5.376254181,29.00989748,6.076265848999999,37.83139335,0
133.2578125,44.05824378,-0.081059862,0.115361506,1.632107023,12.00780568,11.97206663,195.5434476,0
134.9609375,49.55432662,-0.135303833,-0.080469602,10.69648829,41.34204361,3.8939341389999997,14.13120625,0
138.1796875,51.5244835,-0.031852329,0.046797173,6.330267559,31.57634673,5.155939859,26.14331017,0
114.3671875,51.94571552,-0.09449890400000001,-0.287984087,2.7382943139999996,17.19189079,9.050612454,96.61190318,0
109.640625,49.01765217,0.13763583,-0.256699775,1.508361204,12.07290134,13.36792556,223.43841919999997,0
100.8515625,51.74352161,0.39383679200000005,-0.011240741,2.841137124,21.63577754,8.302241891,71.58436903,0
99.3671875,41.57220208,1.5471969669999999,4.1541060430000005,27.55518395,61.71901588,2.20880796,3.662680136,1
100.890625,51.89039446,0.6274865279999999,-0.026497802,3.8837792639999997,23.04526673,6.953167635,52.27944038,0
105.4453125,41.13996851,0.142653801,0.32041967600000004,3.551839465,20.75501684,7.739552295,68.51977061,0
95.8671875,42.05992212,0.326386917,0.8035017940000001,1.83277592,12.24896949,11.249331,177.2307712,0
117.3671875,53.90861351,0.257953441,-0.40504907700000004,6.018394648999999,24.76612335,4.807783224,25.52261561,0
106.6484375,56.36718209,0.378355072,-0.266371607,2.43645485,18.40537062,9.378659682,96.86022536,0
112.71875,50.3012701,0.279390953,-0.129010712,8.281772575,37.81001224,4.691826852,21.27620977,0
130.8515625,52.43285734,0.14259672699999998,0.018885442,2.64632107,15.65443599,9.464164025,115.6731586,0
119.4375,52.87481531,-0.002549267,-0.46036028700000003,2.365384615,16.49803188,9.008351897999999,94.75565692,0
123.2109375,51.07801208,0.179376819,-0.17728516,2.107023411,16.92177312,10.08033334,112.55859129999999,0
102.6171875,49.69235371,0.23043898399999999,0.19332537100000002,1.489130435,16.00441146,12.64653474,171.83290209999998,0
110.109375,41.31816988,0.09486039800000001,0.68311261,1.010033445,13.02627521,14.66651082,231.2041363,0
99.9140625,43.91949797,0.475728501,0.7814861959999999,0.619565217,9.440975862,20.1066391,475.68021799999997,0
128.34375,52.17210664,-0.049280400999999995,-0.208256987,2.173913043,12.9939472,9.965757364,141.51008430000002,0
142.0546875,53.87315957,-0.470772686,-0.125946417,4.423076923,27.08351266,6.681658306,45.94403008,0
121.1328125,47.632606200000005,0.177360308,0.024918111,2.151337793,20.55243738,9.920468181,99.74707919,0
102.328125,48.98040255,0.31572940899999996,-0.202183315,1.898829431,13.83904002,11.61993869,172.13037319999998,0
147.8359375,53.62263651,-0.131079596,-0.288851172,2.692307692,17.08088101,8.849177975,92.20174502,0
108.0390625,34.91024257,0.321156562,1.8216314930000002,3.899665552,23.72205203,7.5062099579999995,60.88691267,0
107.875,37.33065932,0.49600476,1.4818158559999999,1.173913043,12.01691346,14.53428973,252.6947381,0
